ORCID,last_phd,total_pub,to_China,age,work1_avg,conn,is_Chinese,work_diff
0000-0002-6059-8919,0,5,0,9,0.034482759,0,1,-0.034482759
0000-0002-6066-2634,1,46,0,7,0.606557377,0,1,-0.606557377
0000-0002-6079-8689,0,1,0,5,0,0,1,0
0000-0002-6135-4545,1,9,0,3,0.120689655,0,1,-0.029780564
0000-0002-6186-8028,1,5,0,4,0.194444444,0,1,-0.194444444
0000-0002-6206-2018,0,22,0,7,0.333333333,0,1,-0.276190476
0000-0002-6218-1885,1,3,0,2,0.137931034,0,1,-0.057931034
0000-0002-6261-4054,0,4,0,4,0,0,1,0
0000-0002-6332-2627,1,2,0,1,0.242424242,0,1,-0.161343161
0000-0002-6336-0981,1,4,0,4,0.071428571,0,1,0.107142857
0000-0002-6345-5809,1,30,0,4,0.53125,0,1,-0.046401515
0000-0002-6372-3260,0,1,0,1,0.192307692,0,1,-0.113360324
0000-0002-6425-972X,1,2,0,2,0.038461538,0,1,-0.038461538
0000-0002-6439-266X,0,4,0,6,0,0,1,1
0000-0002-6458-4776,0,14,0,7,0.043478261,0,1,0.141706924
0000-0002-6470-0407,0,6,0,7,0.042553191,0,1,0.207446809
0000-0002-6477-609X,1,9,0,2,0.36,0,1,0.14
0000-0002-6495-874X,0,13,0,11,0.066666667,0,1,0.711111111
0000-0002-6498-7495,0,11,0,7,0,0,1,0
0000-0002-6498-9538,0,11,0,8,0,0,1,0
0000-0002-6512-8561,1,26,0,4,0.350877193,0,1,-0.030877193
0000-0002-6521-2149,1,30,0,6,0.603174603,0,1,-0.492063492
0000-0002-6533-8104,0,5,0,7,0.127272727,1,1,-0.097860963
0000-0002-6542-6649,0,16,0,5,0.350877193,0,1,-0.225877193
0000-0002-6581-1053,0,3,0,3,0,0,1,0
0000-0002-6593-8820,0,19,0,5,0.518518519,0,1,-0.402239449
0000-0002-6595-6893,1,0,0,1,0,0,1,0.028571429
0000-0002-6615-7241,1,8,0,2,0.153846154,0,1,-0.05707196
0000-0002-6635-2549,1,4,0,2,0.170212766,0,1,-0.027355623
0000-0002-6641-3196,1,16,0,9,0.140350877,0,1,-0.090350877
0000-0002-6682-8527,0,18,0,8,0.083333333,0,1,0.068181818
0000-0002-6699-9406,1,2,0,1,0.263157895,0,1,-0.200657895
0000-0002-6719-9814,0,13,0,6,0.122807018,0,1,-0.122807018
0000-0002-6750-3871,1,4,0,5,0.090909091,0,1,0.219435737
0000-0002-6758-937X,0,1,0,6,0.5,0,1,-0.5
0000-0002-6768-8255,0,6,0,4,0.35,0,1,-0.192105263
0000-0002-6771-6316,0,5,0,7,0.043478261,0,1,0.056521739
0000-0002-6782-2813,0,21,0,9,0,0,1,0.685185185
0000-0002-6784-7447,0,11,0,8,0,0,1,0
0000-0002-6805-7244,0,4,0,4,0.020833333,0,1,0.240036232
0000-0002-6828-7277,1,15,0,4,0.263157895,0,1,-0.027863777
0000-0002-6838-865X,0,4,0,1,0.151515152,0,1,-0.018181818
0000-0002-6845-9964,0,14,0,8,0.142857143,0,1,-0.042857143
0000-0002-6872-8837,1,3,0,3,0.076923077,0,1,0.113553114
0000-0002-6971-789X,0,126,0,11,1.625,0,1,0.458333333
0000-0002-6982-1654,0,0,0,1,0.035714286,0,1,0.016917293
0000-0002-7011-1529,0,15,0,9,0.145833333,0,1,0.654166667
0000-0002-7015-0528,0,7,0,6,0,0,1,0.044444444
0000-0002-7047-9972,1,10,0,3,0.650793651,0,1,-0.417460317
0000-0002-7062-6813,0,7,0,4,0.128571429,0,1,-0.128571429
0000-0002-7068-6728,1,4,0,5,0.081081081,0,1,-0.033462033
0000-0002-7072-8991,1,3,0,4,0.119047619,0,1,-0.024707996
0000-0002-7108-3574,0,3,0,3,0,0,1,0.869047619
0000-0002-7151-7467,0,6,0,5,0.019607843,0,1,0.040392157
0000-0002-7164-3164,1,7,0,4,0.294117647,0,1,0.01254902
0000-0002-7225-2878,0,3,0,4,0.208333333,0,1,-0.146604938
0000-0002-7263-3435,0,30,0,9,0,0,1,1.384615385
0000-0002-7301-5786,1,12,0,3,0.909090909,0,1,-0.469090909
0000-0002-7329-4236,0,0,0,0,0,0,1,0
0000-0002-7384-8577,1,2,0,3,0.033898305,0,1,0.013720743
0000-0002-7419-2047,0,0,0,0,0,0,1,0.028985507
0000-0002-7458-6820,0,1,0,2,0,0,1,0.04
0000-0002-7520-0547,0,3,0,5,0,0,1,0
0000-0002-7572-6354,0,10,0,5,0.304347826,0,1,-0.190062112
0000-0002-7608-7013,1,3,0,5,0.035714286,0,1,-0.035714286
0000-0002-7627-488X,1,3,0,5,0.04109589,0,1,-0.008837826
0000-0002-7643-2112,0,18,0,4,0.303030303,0,1,1.446969697
0000-0002-7646-1132,0,17,0,8,0.3,1,1,-0.254545455
0000-0002-7662-2119,0,0,0,0,0,0,1,0.021276596
0000-0002-7665-2182,1,15,0,6,0.263157895,0,1,-0.056261343
0000-0002-7726-0770,0,10,0,3,0.194444444,0,1,0.138888889
0000-0002-7731-5399,0,53,0,8,0.230769231,0,1,0.175480769
0000-0002-7751-4849,0,12,0,5,0.222222222,0,1,1.777777778
0000-0002-7753-3249,1,4,0,3,0.057692308,0,1,0.019230769
0000-0002-7775-7867,1,0,0,0,0,0,1,0.015873016
0000-0002-7779-1926,0,3,0,9,0,0,1,0.257142857
0000-0002-7791-9440,1,2,0,3,0.103448276,0,1,-0.078448276
0000-0002-7807-6529,0,1,0,1,0.060606061,0,1,0.189393939
0000-0002-7826-5338,0,6,0,7,0.04,0,1,1.46
0000-0002-7844-8417,0,50,0,8,0.5,0,1,0.5
0000-0002-7855-5984,0,6,0,6,0,0,1,0
0000-0002-7858-0047,0,29,0,10,0.255813953,0,1,-0.255813953
0000-0002-7858-7601,0,15,0,7,0,0,1,0
0000-0002-7868-6706,0,67,0,8,1.843137255,0,1,-1.843137255
0000-0002-7909-4796,0,9,0,4,0.375,0,1,-0.319444444
0000-0002-7910-3648,1,38,0,8,0.735294118,0,1,-0.735294118
0000-0002-7957-3156,0,27,0,7,0.293103448,0,1,0.040229885
0000-0002-7970-6772,1,4,0,1,0.117647059,0,1,0.06092437
0000-0002-8017-0282,0,25,0,8,0.2,0,1,0.8
0000-0002-8052-4773,0,12,0,10,0.152173913,0,1,0.172150411
0000-0002-8054-3472,1,56,0,5,0.916666667,0,1,-0.166666667
0000-0002-8064-6009,0,93,0,6,3.533333333,0,1,-3.177777778
0000-0002-8067-523X,0,3,0,5,0.033333333,0,1,-0.033333333
0000-0002-8083-1378,1,16,0,6,0.2,0,1,-0.2
0000-0002-8091-611X,0,17,0,6,0.363636364,0,1,-0.34038055
0000-0002-8122-9848,1,12,0,3,0.25862069,0,1,-0.187192118
0000-0002-8163-3920,1,5,0,6,0.117647059,0,1,-0.117647059
0000-0002-8170-5621,1,15,0,7,0.23255814,0,1,0.053156146
0000-0002-8226-3730,0,31,0,8,0.361702128,0,1,-0.21355398
0000-0002-8227-4544,1,16,0,5,1.227272727,0,1,0.058441558
0000-0002-8260-7791,0,2,0,5,0.1,0,1,-0.1
0000-0002-8267-6738,0,8,0,7,0.545454545,0,1,-0.489379779
0000-0002-8278-3912,0,27,0,10,0,0,1,0.5
0000-0002-8322-4696,1,4,0,3,0.103448276,0,1,0.19284802
0000-0002-8349-8160,1,3,0,8,0.026666667,0,1,-0.026666667
0000-0002-8353-3560,0,12,0,5,0.175,0,1,0.067424242
0000-0002-8376-2232,1,12,0,6,0.323529412,0,1,-0.238423029
0000-0002-8397-5078,0,18,0,9,0.02173913,0,1,0.69701087
0000-0002-8406-4866,1,11,0,6,0.188405797,0,1,-0.113405797
0000-0002-8415-989X,1,2,0,3,0.051282051,0,1,0.02014652
0000-0002-8446-9329,0,8,0,2,0.162162162,0,1,-0.162162162
0000-0002-8454-726X,1,16,0,7,0.25,0,1,-0.25
0000-0002-8466-9398,0,2,0,2,0.035087719,0,1,0.066953097
0000-0002-8505-7457,0,0,0,0,0,0,1,0.076923077
0000-0002-8510-5033,0,56,0,9,0.76,0,1,-0.567692308
0000-0002-8548-570X,1,0,0,1,0.1,0,1,-0.1
0000-0002-8567-0323,0,32,0,10,0,0,1,0
0000-0002-8569-5184,0,2,0,4,0.058823529,0,1,-0.058823529
0000-0002-8570-6971,1,23,0,4,0.694444444,0,1,-0.631944444
0000-0002-8577-6304,0,4,0,7,0.166666667,0,1,-0.136363636
0000-0002-8587-6065,1,5,0,1,0.138888889,0,1,0.472222222
0000-0002-8609-6298,1,0,0,0,0.02173913,0,1,-0.02173913
0000-0002-8614-1087,0,1,0,1,0,0,1,0.035087719
0000-0002-8618-6648,1,0,0,0,0.027777778,0,1,-0.017361111
0000-0002-8618-6664,1,10,0,5,0.169491525,0,1,-0.044491525
0000-0002-8626-5442,1,8,0,7,0,0,1,0
0000-0002-8638-2294,1,16,0,8,0.217391304,0,1,-0.032206119
0000-0002-8669-1767,0,14,0,5,0,0,1,0.024390244
0000-0002-8673-5678,0,4,0,5,0.0625,0,1,0.270833333
0000-0002-8677-8985,0,7,0,5,0.057142857,0,1,1.165079365
0000-0002-8749-7595,1,6,0,3,0.177777778,0,1,-0.177777778
0000-0002-8749-8088,1,6,0,3,0.157894737,0,1,-0.102339181
0000-0002-8771-465X,0,35,0,15,0,0,1,0
0000-0002-8779-5891,0,1,0,0,0,0,1,0
0000-0002-8795-2973,0,9,0,10,0.016666667,0,1,0.483333333
0000-0002-8796-0367,1,68,0,7,1.583333333,0,1,-0.883333333
0000-0002-8812-7385,1,1,0,1,0.04,0,1,0.085
0000-0002-8825-7198,0,52,0,7,0.482758621,0,1,1.517241379
0000-0002-8853-2022,1,6,0,3,0.057971014,0,1,0.275362319
0000-0002-8859-7707,1,3,0,2,0.195121951,0,1,-0.125354509
0000-0002-8868-1634,0,6,0,4,0,0,1,0
0000-0002-8884-4819,0,11,0,7,0.083333333,0,1,0.064393939
0000-0002-8933-4730,1,0,0,0,0,0,1,0.083333333
0000-0002-8974-414X,1,18,0,3,0.340425532,0,1,0.264837626
0000-0002-8981-8989,1,1,0,3,0,0,1,0.058823529
0000-0002-8989-6928,1,1,0,2,0,0,1,0
0000-0002-9003-2879,0,20,0,7,0.114285714,0,1,0.385714286
0000-0002-9004-8483,1,5,0,5,0.092105263,0,1,-0.092105263
0000-0002-9022-4125,1,3,0,2,0.036363636,0,1,-0.004105572
0000-0002-9036-9084,1,18,0,5,0,0,1,0.214285714
0000-0002-9040-3406,0,0,0,0,0.057142857,0,1,-0.033333333
0000-0002-9087-4048,1,8,0,3,0.321428571,0,1,0.123015873
0000-0002-9091-6412,0,0,0,0,0.022222222,0,1,-0.022222222
0000-0002-9121-7883,0,6,0,3,0.177777778,0,1,0.12991453
0000-0002-9127-3930,0,6,0,4,0.205128205,0,1,-0.105128205
0000-0002-9135-9275,0,15,0,10,0.142857143,0,1,-0.079365079
0000-0002-9154-4489,1,12,0,9,0.087719298,0,1,0.112280702
0000-0002-9175-4582,0,40,0,5,0.620689655,0,1,-0.537356322
0000-0002-9187-471X,1,4,0,3,0.192307692,0,1,-0.067307692
0000-0002-9211-0746,1,20,0,5,0.448275862,0,1,-0.448275862
0000-0002-9237-0484,0,2,0,3,0,0,1,0.074626866
0000-0002-9267-8278,0,7,0,8,0.06779661,0,1,0.17220339
0000-0002-9268-1012,0,10,0,4,0.138888889,0,1,-0.080065359
0000-0002-9279-7779,0,9,0,5,0.096774194,0,1,0.164095372
0000-0002-9287-5108,0,2,0,4,0,0,1,0.057142857
0000-0002-9353-0355,1,6,0,6,0,0,1,0.06779661
0000-0002-9366-2390,1,0,0,0,0.041666667,0,1,0.053571429
0000-0002-9379-6364,1,10,0,4,0.016666667,0,1,0.0875
0000-0002-9401-5056,1,33,0,8,0.619047619,0,1,-0.485714286
0000-0002-9417-2019,0,13,0,7,0,0,1,0.857142857
0000-0002-9441-4006,0,0,0,0,0,0,1,0
0000-0002-9442-137X,1,2,0,2,0.038461538,0,1,0.000754148
0000-0002-9449-6734,0,7,0,8,0.5,0,1,-0.416666667
0000-0002-9460-9217,0,9,0,3,0.208333333,0,1,-0.149509804
0000-0002-9497-3051,1,2,0,3,0.041666667,0,1,-0.041666667
0000-0002-9514-6402,0,4,0,4,0.045454545,0,1,0.097402597
0000-0002-9525-9001,1,8,0,4,0.236363636,0,1,-0.13219697
0000-0002-9534-1902,0,7,0,6,0.026315789,0,1,1.473684211
0000-0002-9539-9194,0,3,0,2,0.109090909,0,1,-0.109090909
0000-0002-9551-8309,1,46,0,4,1.424242424,0,1,-1.352813853
0000-0002-9564-2342,0,0,0,0,0,0,1,0.083333333
0000-0002-9678-3382,1,15,0,3,0.470588235,0,1,-0.387254902
0000-0002-9681-7933,1,6,0,5,0.142857143,0,1,-0.010781671
0000-0002-9704-7651,1,4,0,3,0.063829787,0,1,0.027079304
0000-0002-9709-0713,1,4,0,3,0,0,1,0
0000-0002-9724-7936,0,2,0,4,0,0,1,0.033898305
0000-0002-9752-6185,0,10,0,4,0.3125,0,1,-0.201388889
0000-0002-9753-6586,0,0,0,0,0,0,1,0
0000-0002-9806-8892,1,6,0,2,0.089552239,0,1,-0.020586722
0000-0002-9812-5690,1,0,0,0,0,0,1,0.037037037
0000-0002-9814-4330,1,5,0,2,0.25,0,1,-0.138888889
0000-0002-9834-3006,1,4,0,3,0.104166667,0,1,-0.018452381
0000-0002-9880-3682,1,5,0,4,0.089552239,0,1,0.06953867
0000-0002-9895-4026,0,2,0,3,0.020833333,0,1,0.104166667
0000-0002-9913-2817,0,19,0,8,0.285714286,0,1,1.380952381
0000-0002-9935-1892,1,3,0,2,0.157894737,0,1,0.034412955
0000-0002-9937-6029,0,18,0,8,0,2,1,0.150943396
0000-0002-9945-3768,0,6,0,4,0.017241379,0,1,0.243628186
0000-0002-9959-5029,1,6,0,3,0.205882353,0,1,-0.080882353
0000-0002-9965-0446,0,34,0,10,0.157894737,0,1,0.25877193
0000-0002-9988-930X,0,32,0,9,0.444444444,0,1,-0.444444444
0000-0003-0004-871X,1,0,0,1,0.014492754,2,1,-0.014492754
0000-0003-0012-9368,0,21,0,4,0.421052632,0,1,-0.421052632
0000-0003-0021-225X,0,0,0,0,0,0,1,0.015625
0000-0003-0107-424X,1,5,0,4,0.09375,0,1,-0.09375
0000-0003-0107-7125,0,2,0,5,0.03125,0,1,0.162298387
0000-0003-0109-9834,1,3,0,2,0.052631579,0,1,-0.052631579
0000-0003-0124-8537,0,2,0,2,0.071428571,0,1,0.026932084
0000-0003-0140-2557,1,5,0,3,0.137931034,0,1,-0.077931034
0000-0003-0154-2621,1,11,0,5,0.294117647,0,1,-0.294117647
0000-0003-0161-3274,1,6,0,4,0.103448276,0,1,0.029885057
0000-0003-0165-9096,1,1,0,1,0.022222222,0,1,-0.022222222
0000-0003-0170-6470,0,10,0,5,0.14893617,0,1,0.032882012
0000-0003-0190-1807,0,5,0,2,0.060606061,0,1,0.006060606
0000-0003-0261-4068,1,0,0,0,0,0,1,0.052631579
0000-0003-0268-8411,1,4,0,4,0.117647059,0,1,-0.117647059
0000-0003-0278-0808,1,36,0,6,0.648148148,0,1,-0.023148148
0000-0003-0293-7692,0,14,0,18,0.117647059,0,1,-0.034313725
0000-0003-0311-0128,0,1,0,1,0.057142857,0,1,-0.037142857
0000-0003-0323-0349,1,8,0,4,0.157894737,0,1,-0.132253711
0000-0003-0333-4957,1,2,0,3,0.051724138,0,1,-0.008245877
0000-0003-0338-8496,0,12,0,10,0.057142857,0,1,-0.007142857
0000-0003-0352-1795,0,11,0,6,0.147058824,0,1,-0.035947712
0000-0003-0358-9466,1,1,0,2,0.075471698,0,1,-0.02785265
0000-0003-0360-0442,1,2,0,2,0,0,1,0.019607843
0000-0003-0361-4174,1,7,0,4,0,0,1,0.34375
0000-0003-0369-395X,0,2,0,2,0,0,1,0.153846154
0000-0003-0389-1876,0,4,0,5,0,0,1,0.078431373
0000-0003-0389-7039,0,65,0,7,0.083333333,0,1,0.103333333
0000-0003-0397-1032,0,3,0,5,0.019607843,0,1,-0.019607843
0000-0003-0409-7877,1,5,0,2,0.105263158,0,1,-0.036297641
0000-0003-0414-4776,1,3,0,2,0.086206897,0,1,0.051724138
0000-0003-0417-9151,0,14,0,4,0.256410256,0,1,0.462339744
0000-0003-0436-9414,0,4,0,5,0,0,1,0.035087719
0000-0003-0449-8929,1,0,0,1,0.046875,0,1,0.104640152
0000-0003-0502-4346,0,37,0,7,0,0,1,0.176470588
0000-0003-0515-6808,1,7,0,4,0.216216216,0,1,-0.125307125
0000-0003-0520-737X,1,5,0,3,0.078125,0,1,0.152644231
0000-0003-0533-6729,1,4,0,6,0,0,1,0.142857143
0000-0003-0540-5173,0,2,0,6,0.020833333,0,1,-0.020833333
0000-0003-0544-6928,1,0,0,1,0.014925373,2,1,-0.014925373
0000-0003-0544-8341,1,1,0,4,0.151515152,0,1,0.126262626
0000-0003-0574-4423,0,5,0,5,0.235294118,0,1,-0.235294118
0000-0003-0585-8519,0,5,0,4,0.137931034,0,1,0.072595281
0000-0003-0588-9390,0,5,0,3,0.103448276,0,1,0.078369906
0000-0003-0589-6267,0,20,0,9,0.06,0,1,0.7525
0000-0003-0617-9307,0,18,0,7,0.0625,0,1,1
0000-0003-0634-2995,0,8,0,7,0.024390244,0,1,0.100609756
0000-0003-0641-2244,0,2,0,1,0.051724138,0,1,-0.026083112
0000-0003-0661-2684,0,10,0,14,0.0625,0,1,0.301136364
0000-0003-0678-9770,0,11,0,7,0.083333333,0,1,0.048245614
0000-0003-0679-7623,0,4,0,5,0.071428571,0,1,0.082417582
0000-0003-0682-1363,0,4,0,4,0,0,1,0.206896552
0000-0003-0690-138X,0,16,0,9,0,0,1,0
0000-0003-0706-8465,0,0,0,0,0,0,1,0
0000-0003-0710-6409,1,0,0,0,0,0,1,0.023255814
0000-0003-0736-8054,1,0,0,1,0.051724138,0,1,-0.051724138
0000-0003-0774-5710,1,1,0,2,0.057142857,0,1,-0.013664596
0000-0003-0814-3332,0,2,0,3,0.027777778,0,1,-0.027777778
0000-0003-0821-476X,1,22,0,8,0,0,1,0.222222222
0000-0003-0847-5871,0,7,0,6,0.333333333,1,1,-0.208333333
0000-0003-0858-4533,1,18,0,5,0.666666667,0,1,-0.614035088
0000-0003-0897-6465,1,12,0,5,0.333333333,0,1,-0.25
0000-0003-0947-3616,1,1,0,1,0.032258065,0,1,-0.032258065
0000-0003-0952-4962,1,6,0,5,0.185185185,0,1,-0.128042328
0000-0003-0958-0999,1,15,0,5,0.288135593,0,1,-0.288135593
0000-0003-1069-9145,0,0,0,0,0,0,1,0
0000-0003-1078-5713,0,0,0,0,0,0,1,0.035714286
0000-0003-1100-2741,0,12,0,5,0.166666667,0,1,0.194444444
0000-0003-1124-3545,0,25,0,6,0,0,1,0.285714286
0000-0003-1137-2208,1,6,0,3,0.087719298,0,1,0.097465887
0000-0003-1172-3864,1,10,0,9,0.166666667,0,1,0.333333333
0000-0003-1177-2818,1,49,0,5,0.728813559,0,1,-0.416313559
0000-0003-1210-1282,0,11,0,5,0.129032258,0,1,2.870967742
0000-0003-1231-0893,0,22,0,6,0.298245614,0,1,-0.298245614
0000-0003-1255-7183,1,2,0,1,0.035087719,0,1,-0.035087719
0000-0003-1256-2513,1,2,0,2,0.086206897,0,1,0.041998232
0000-0003-1262-4497,1,9,0,7,0.126984127,0,1,-0.126984127
0000-0003-1283-1701,1,2,0,2,0.051724138,0,1,0.022349936
0000-0003-1289-2504,0,2,0,2,0.057142857,0,1,0.192857143
0000-0003-1311-0658,1,4,0,2,0.072463768,0,1,-0.046147979
0000-0003-1316-7515,1,3,0,3,0.133333333,0,1,-0.1
0000-0003-1359-8913,0,1,0,6,0,0,1,0
0000-0003-1385-7591,1,8,0,6,0.115942029,0,1,0.059057971
0000-0003-1401-000X,1,4,0,4,0.097560976,0,1,0.013550136
0000-0003-1410-4794,1,18,0,3,0.338983051,0,1,0.03138732
0000-0003-1411-8731,1,5,0,4,0,0,1,0.151515152
0000-0003-1437-7805,0,1,0,2,0,0,1,0.083333333
0000-0003-1444-9303,1,5,0,5,0.098039216,0,1,0.050108932
0000-0003-1445-3206,1,11,0,5,0.142857143,0,1,-0.142857143
0000-0003-1463-6854,1,4,0,4,0.086206897,0,1,0.000749625
0000-0003-1468-5568,1,8,0,6,0.12962963,0,1,-0.05462963
0000-0003-1499-8476,1,3,0,3,0.028571429,0,1,0.171428571
0000-0003-1552-0060,1,3,0,6,0.01754386,0,1,0.053884712
0000-0003-1583-2451,1,4,0,5,0.044444444,0,1,-0.044444444
0000-0003-1584-1112,0,5,0,3,0.034482759,0,1,0.340517241
0000-0003-1622-6170,0,1,0,4,0,0,1,0
0000-0003-1640-5769,1,10,0,3,0.058823529,0,1,-0.058823529
0000-0003-1650-4978,1,0,0,0,0,0,1,0.025641026
0000-0003-1663-2865,0,7,0,7,0.083333333,0,1,0.350628931
0000-0003-1665-567X,0,6,0,6,0,0,1,0.088235294
0000-0003-1691-9583,0,11,0,8,0.25,0,1,0.088709677
0000-0003-1702-4917,0,3,0,3,0.014492754,0,1,0.985507246
0000-0003-1721-741X,0,1,0,2,0,0,1,0.172413793
0000-0003-1753-7317,0,0,0,0,0,0,1,0
0000-0003-1760-7215,0,3,0,5,0.03030303,0,1,-0.017564177
0000-0003-1776-9863,1,17,0,5,0.333333333,0,1,-0.333333333
0000-0003-1779-9552,0,5,0,3,0.034482759,2,1,0.101880878
0000-0003-1805-4210,1,7,0,4,0.181818182,0,1,-0.121818182
0000-0003-1828-3574,1,5,0,6,0.114285714,0,1,-0.089285714
0000-0003-1834-2060,1,3,0,1,0.228571429,0,1,-0.228571429
0000-0003-1868-5004,0,1,0,8,0,0,1,0
0000-0003-1869-2407,0,7,0,5,1.333333333,0,1,-1.17816092
0000-0003-1911-8546,1,9,0,5,0.152173913,0,1,0.038302277
0000-0003-1919-3677,1,0,0,0,0,0,1,0
0000-0003-1927-1559,1,3,0,7,0.026315789,0,1,-0.026315789
0000-0003-1990-5435,0,6,0,4,0.041666667,0,1,-0.028333333
0000-0003-2023-6478,0,0,0,0,0,0,1,0
0000-0003-2065-2535,0,26,0,7,0.1875,0,1,-0.005681818
0000-0003-2066-0375,0,8,0,7,0.086956522,0,1,0.276679842
0000-0003-2066-6355,1,9,0,6,0.173913043,0,1,-0.096989967
0000-0003-2096-0810,0,3,0,4,0.052631579,0,1,-0.052631579
0000-0003-2100-6631,1,4,0,3,0.088888889,0,1,-0.088888889
0000-0003-2100-7650,1,8,0,4,0.235294118,0,1,-0.235294118
0000-0003-2113-0245,1,7,0,6,0.148148148,0,1,-0.148148148
0000-0003-2120-8196,1,15,0,6,0.178571429,0,1,-0.178571429
0000-0003-2161-5103,1,22,0,6,0.657142857,0,1,-0.523809524
0000-0003-2164-5839,0,15,0,8,0.35,0,1,0.316666667
0000-0003-2178-4740,1,3,0,5,0.022222222,0,1,0.053249476
0000-0003-2184-4870,0,12,0,8,0.155172414,0,1,-0.155172414
0000-0003-2220-7531,0,5,0,4,0,0,1,0.1875
0000-0003-2228-3569,1,28,0,5,0.375,0,1,-0.322368421
0000-0003-2266-7263,0,16,0,6,0,0,1,0
0000-0003-2269-4042,0,0,0,0,0,0,1,0.103448276
0000-0003-2309-521X,0,63,0,7,0.694444444,0,1,-0.643811533
0000-0003-2315-9455,1,0,0,0,0,0,1,0
0000-0003-2345-4040,0,7,0,7,0.625,0,1,-0.416666667
0000-0003-2357-6718,1,8,0,2,0.230769231,0,1,-0.11965812
0000-0003-2394-5421,0,18,0,4,0.50877193,0,1,0.926010679
0000-0003-2395-1637,1,10,0,3,0.090909091,0,1,0.389090909
0000-0003-2442-4572,1,3,0,8,0.066666667,0,1,0.020289855
0000-0003-2449-8651,0,9,0,4,0.022727273,0,1,0.017813268
0000-0003-2455-211X,0,18,0,7,0.246376812,0,1,-0.125687156
0000-0003-2467-976X,0,9,0,8,0,0,1,0.263888889
0000-0003-2495-3132,1,9,0,4,0.322033898,0,1,-0.231124807
0000-0003-2543-2558,1,35,0,5,0.689655172,0,1,-0.689655172
0000-0003-2566-8333,1,8,0,7,0.1875,0,1,-0.125
0000-0003-2580-928X,0,15,0,7,0.096774194,0,1,0.310633214
0000-0003-2600-6139,0,17,0,5,0.175438596,0,1,1.967418546
0000-0003-2635-2170,0,46,0,6,0,0,1,0
0000-0003-2639-4098,0,8,0,7,0.106382979,0,1,-0.106382979
0000-0003-2642-4963,1,14,0,5,0.264705882,0,1,-0.009803922
0000-0003-2643-9655,0,11,0,6,0,0,1,0.090909091
0000-0003-2653-9541,1,2,0,2,0.121212121,0,1,-0.054545455
0000-0003-2656-857X,1,5,0,4,0.108108108,0,1,-0.023001725
0000-0003-2669-7160,1,0,0,0,0,0,1,0
0000-0003-2681-0362,0,0,0,0,0,0,1,0
0000-0003-2687-0293,1,3,0,2,0.0625,0,1,-0.0625
0000-0003-2718-544X,0,16,0,7,0.206896552,0,1,0.865392605
0000-0003-2732-2934,0,0,0,1,0,0,1,0.034482759
0000-0003-2763-1462,0,36,0,6,0,0,1,0.240506329
0000-0003-2847-0699,0,1,0,2,0.028571429,0,1,-0.028571429
0000-0003-2848-0627,0,1,0,1,0.09375,0,1,0.117788462
0000-0003-2851-9878,0,0,0,0,0,0,1,0
0000-0003-2911-1778,0,1,0,1,0,0,1,0.5
0000-0003-2925-682X,0,46,0,10,0.305555556,0,1,0.079059829
0000-0003-2937-5183,0,26,0,7,0.214285714,0,1,0.157142857
0000-0003-2943-5465,1,22,0,7,0.47826087,0,1,0.214046823
0000-0003-2970-037X,1,4,0,3,0.120689655,0,1,-0.120689655
0000-0003-2979-6033,0,23,0,8,0.214285714,0,1,-0.16023166
0000-0003-3007-1750,0,13,0,6,0.05,0,1,-0.022972973
0000-0003-3036-1475,1,1,0,2,0.052631579,0,1,-0.052631579
0000-0003-3047-607X,0,19,0,5,0.196428571,0,1,0.660714286
0000-0003-3075-3655,1,14,0,5,0.413793103,0,1,-0.270935961
0000-0003-3098-8059,1,3,0,2,0.104166667,0,1,-0.041666667
0000-0003-3124-5281,1,17,0,4,0.310344828,0,1,-0.005997001
0000-0003-3129-2918,0,11,0,6,0.111111111,0,1,0.138888889
0000-0003-3143-7363,1,2,0,2,0.069767442,0,1,-0.069767442
0000-0003-3147-8333,1,11,0,3,0.245614035,0,1,-0.245614035
0000-0003-3149-2071,0,0,0,0,0,0,1,0.023809524
0000-0003-3171-1406,0,0,0,0,0.029411765,0,1,0.007625272
0000-0003-3191-0827,0,13,0,8,0.104166667,0,1,0.083333333
0000-0003-3215-1033,1,4,0,3,0.068965517,0,1,-0.068965517
0000-0003-3232-7780,1,8,0,3,0.122807018,0,1,0.092879257
0000-0003-3265-655X,1,10,0,4,0.2,0,1,-0.2
0000-0003-3283-423X,0,22,0,8,0.102564103,0,1,0.221760222
0000-0003-3285-7116,0,5,0,10,0.013888889,0,1,0.136111111
0000-0003-3311-7793,0,0,0,0,0,0,1,0
0000-0003-3336-8568,1,9,0,4,0.166666667,0,1,-0.005376344
0000-0003-3357-3051,1,5,0,7,0.212121212,0,1,-0.212121212
0000-0003-3362-690X,0,6,0,6,0.1,0,1,-0.03220339
0000-0003-3365-4679,1,7,0,4,0.109090909,0,1,-0.072053872
0000-0003-3368-4843,0,0,0,0,0.086956522,0,1,0.044622426
0000-0003-3369-7206,1,1,0,1,0.039215686,0,1,0.004262575
0000-0003-3448-5387,0,23,0,8,0.29787234,0,1,-0.22287234
0000-0003-3463-0740,0,30,0,8,0.376811594,0,1,0.016045549
0000-0003-3504-9069,1,12,0,4,0.254237288,0,1,0.370762712
0000-0003-3534-3786,1,11,0,7,0,0,1,0.108108108
0000-0003-3546-2320,1,3,0,3,0.052631579,0,1,-0.052631579
